kanban_id,work_order_id,sales_order_id,part_no,work_center_id,process_id,process_seq,expected_start_time,actual_start_time,produce_status,planned_today_flag,started_today_flag,overdue_not_started_so_far_flag,overdue_4h_not_started_flag,started_on_time_today_flag,started_late_today_flag
S-W-20250930204641093-0005,T20-000963757,S11-250800038^5,34100269,1902,S1,10,2025-10-28 14:30:00,,0,1,0,1,1,0,0
S-W-20250930204641093-0010,T20-000963758,S11-250800038^5,34100271,1902,S1,10,2025-10-28 14:30:00,,0,1,0,1,1,0,0
S-W-20250930204725372-0013,T20-000964367,S1A-250900009^1,32600481,1902,S1,10,2025-10-28 15:04:14,,0,1,0,1,1,0,0
S-W-20250930204725372-0014,T20-000964368,S1A-250900009^1,33100669,1902,S1,10,2025-10-28 15:04:14,,0,1,0,1,1,0,0
S-W-20250930204729148-0023,T20-000964430,S1A-250900009^2,32600552,1902,S1,10,2025-10-28 15:21:36,,0,1,0,1,1,0,0
S-W-20250930204729148-0024,T20-000964431,S1A-250900009^2,33100801,1902,S1,10,2025-10-28 15:21:36,,0,1,0,1,1,0,0
S-W-20250930204741673-0013,T20-000964489,S1A-250900009^6,32600616,1902,S1,10,2025-10-28 15:47:00,,0,1,0,1,1,0,0
S-W-20250930204741673-0014,T20-000964490,S1A-250900009^6,33100902,1902,S1,10,2025-10-28 15:47:00,,0,1,0,1,1,0,0
S-W-20250930204741673-0015,T20-000964491,S1A-250900009^6,33100903,1902,S1,10,2025-10-28 15:47:00,,0,1,0,1,1,0,0
S-W-20250923163527704-0002,T20-000963754,S11-250800038^5,32600585,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250923163527704-0003,T20-000963759,S11-250800038^5,34100291,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250923163527704-0010,T20-000963760,S11-250800038^5,34100292,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250923163527704-0030,T20-000963748,S11-250800038^5,30200625,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250923163527704-0033,T20-000963749,S11-250800038^5,30200626,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250925110557864-0049,T20-000965660,S11-250800036^2,32600536,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250925110557864-0050,T20-000965659,S11-250800036^2,32600535,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250930204654781-0028,T20-000965590,S11-250800036^1,32600092,1902,S1,10,2025-10-28 15:50:00,,0,1,0,1,1,0,0
S-W-20250916195706222-0028,T20-000964267,S11-250900021^1,32600606,1902,S1,10,2025-10-28 16:05:52,,0,1,0,1,1,0,0
